guid,name,version,rarity,niche,trade_price,targets,buffs,boost_condition,boost_buffs,source
51280,"Privatus Ouvido Naso, Civic Elegist",base,Legendary,Civic,550000,"Residences: Libertus Residence, Plebeian Residence, Eques Residence, Patrician Residence, Wader Residence, Smith Residence, Alderman Residence, Mercator Residence, Noble Residence",Happiness: +0.5; Prestige: +2,Population <= 5000,Happiness: +0.5; Prestige: +3,"Selling: Diana (0.033%); Selling: Julia Augusta (0.033%); Selling: Valeria (0.032%); Selling: Procurator Corvinus (0.033%); Selling: Manx (0.033%); Selling: Caeso Regulus Syracus (0.033%); Selling: Voada Of The Scathach (0.033%); Contracts: Diana (0.023%); Contracts: Julia Augusta (0.023%); Contracts: Valeria (0.022%); Contracts: Procurator Corvinus (0.023%); Contracts: Manx (0.023%); Contracts: Caeso Regulus Syracus (0.023%); Contracts: Voada Of The Scathach (0.023%); Contracts: Caecilia (0.022%); Festival: Hilaria, Festival of Joy (0.078%); Festival: Ovatio, Festival of Prestigious Rule (0.275%); Festival: Spectacula, Festival of the Games (0.275%); Festival: Quinquatria, Festival of Minerva (0.039%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.008%); Flotsam: Voada Of The Scathach (0.008%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
107596,"Ahinadab, The Eternal City's Praefectus",base,Legendary,Military,550000,"Residences: Libertus Residence, Plebeian Residence, Eques Residence, Patrician Residence, Wader Residence, Smith Residence, Alderman Residence, Mercator Residence, Noble Residence",Health: +0.5; Fire Safety: +2,Reputation: Supporter or Favourite,Health: +0.5; Fire Safety: +3,"Selling: Diana (0.033%); Selling: Julia Augusta (0.033%); Selling: Valeria (0.032%); Selling: Procurator Corvinus (0.033%); Selling: Manx (0.033%); Selling: Caeso Regulus Syracus (0.033%); Selling: Voada Of The Scathach (0.033%); Contracts: Diana (0.023%); Contracts: Julia Augusta (0.023%); Contracts: Valeria (0.022%); Contracts: Procurator Corvinus (0.023%); Contracts: Manx (0.023%); Contracts: Caeso Regulus Syracus (0.023%); Contracts: Voada Of The Scathach (0.023%); Contracts: Caecilia (0.022%); Festival: Stata Mater Festival (0.030%); Festival: Triumph, Festival of Conquest (0.106%); Festival: Armilustrium, Festival of Mars (0.106%); Festival: Neptunalia Festival (0.015%); Festival: Eponalia Festival (0.015%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.008%); Flotsam: Voada Of The Scathach (0.008%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
42046,"Zeno Salvia, Collegiate of Rex Infernus",base,Legendary,Nature,550000,"Residences: Libertus Residence, Plebeian Residence, Eques Residence, Patrician Residence, Wader Residence, Smith Residence, Alderman Residence, Mercator Residence, Noble Residence",Income: +0.5; Health: +2,Diplomacy with Tarragon: Alliance,Income: +0.5; Health: +3,"Selling: Diana (0.033%); Selling: Julia Augusta (0.033%); Selling: Valeria (0.032%); Selling: Procurator Corvinus (0.033%); Selling: Manx (0.033%); Selling: Caeso Regulus Syracus (0.033%); Selling: Voada Of The Scathach (0.033%); Contracts: Diana (0.023%); Contracts: Julia Augusta (0.023%); Contracts: Valeria (0.022%); Contracts: Procurator Corvinus (0.023%); Contracts: Manx (0.023%); Contracts: Caeso Regulus Syracus (0.023%); Contracts: Voada Of The Scathach (0.023%); Contracts: Caecilia (0.022%); Festival: Hygieia Festival (0.686%); Festival: Festival of Household Gods (0.196%); Festival: Cerealia, Festival of Ceres (0.686%); Festival: Cernunnalia Festival (0.098%); Festival: Vulcanalia (0.686%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.008%); Flotsam: Voada Of The Scathach (0.008%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
80192,"Canus Praecilius Thrax, Sociable Syndexioi",base,Legendary,Culture,550000,"Residences: Libertus Residence, Plebeian Residence, Eques Residence, Patrician Residence, Wader Residence, Smith Residence, Alderman Residence, Mercator Residence, Noble Residence",Happiness: +2; Belief: +0.5,Grammaticus >= 15,Happiness: +3; Belief: +0.5,"Selling: Diana (0.033%); Selling: Julia Augusta (0.033%); Selling: Valeria (0.032%); Selling: Procurator Corvinus (0.033%); Selling: Manx (0.033%); Selling: Caeso Regulus Syracus (0.033%); Selling: Voada Of The Scathach (0.033%); Contracts: Diana (0.023%); Contracts: Julia Augusta (0.023%); Contracts: Valeria (0.022%); Contracts: Procurator Corvinus (0.023%); Contracts: Manx (0.023%); Contracts: Caeso Regulus Syracus (0.023%); Contracts: Voada Of The Scathach (0.023%); Contracts: Caecilia (0.022%); Festival: Hilaria, Festival of Joy (0.458%); Festival: Hygieia Festival (0.065%); Festival: Litterria, Festival of Learning (0.065%); Festival: Lugnasad, Festival of Mercury-Lugus (0.065%); Festival: Cernunnalia Festival (0.458%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.008%); Flotsam: Voada Of The Scathach (0.008%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
79958,"Lar Syracus, Minedriver",base,Legendary,Economy,600000,"Mines: Copper Mine, Silver Mine, Tin Mine, Iron Mine, Iron Mine, Gold Mine, Coal Mine, Coal Mine",Income Area Effect: +6; Happiness Area Effect: -2; Health Area Effect: -2; Upkeep Cost: -75%; Workforce Needed: -75%,Markets >= 12,Income Area Effect: +10; Happiness Area Effect: -3; Health Area Effect: -3; Upkeep Cost: -90%; Workforce Needed: -90%,Selling: Caeso Regulus Syracus (0.033%); Contracts: Caeso Regulus Syracus (0.023%); Flotsam: Caeso Regulus Syracus (0.008%)
107339,"Aun, Proselyte of Mars Loucetius",base,Legendary,Religion,600000,"Armouries: Weaponsmith, Weaponsmith, Armourer, Armourer",Belief Area Effect: +1.5; Productivity: +10%; Fuel efficiency: +35%; Upkeep Cost: -25%,At war,Belief Area Effect: +3; Productivity: +20%; Additional 1t every 10 cycles; Fuel efficiency: +50%; Upkeep Cost: -50%,"Research: Recruitment Drive (16.667%); Festival: Festival of Household Gods (0.343%); Festival: Armilustrium, Festival of Mars (0.098%); Festival: Cerealia, Festival of Ceres (0.098%); Festival: Neptunalia Festival (0.098%); Festival: Lugnasad, Festival of Mercury-Lugus (0.098%); Festival: Eponalia Festival (0.098%); Festival: Cernunnalia Festival (0.098%); Festival: Quinquatria, Festival of Minerva (0.098%); Festival: Vulcanalia (0.049%)"
80513,"Incidentus, Consular Horse",base,Legendary,Civic,600000,"Encampments: Infantry Camp, Cavalry Camp, Siege Engine Camp, Infantry Camp, Cavalry Camp, Siege Engine Camp",Fire Safety Area Effect: +1; Knowledge Area Effect: -2; Prestige Area Effect: +3,Cavalry >= 15 (Global),Fire Safety Area Effect: +1; Knowledge Area Effect: -2; Prestige Area Effect: +5,"Selling: Diana (0.033%); Selling: Julia Augusta (0.033%); Selling: Valeria (0.032%); Selling: Procurator Corvinus (0.033%); Selling: Manx (0.033%); Selling: Caeso Regulus Syracus (0.033%); Selling: Voada Of The Scathach (0.033%); Contracts: Diana (0.023%); Contracts: Julia Augusta (0.023%); Contracts: Valeria (0.022%); Contracts: Procurator Corvinus (0.023%); Contracts: Manx (0.023%); Contracts: Caeso Regulus Syracus (0.023%); Contracts: Voada Of The Scathach (0.023%); Contracts: Caecilia (0.022%); Festival: Hilaria, Festival of Joy (0.078%); Festival: Ovatio, Festival of Prestigious Rule (0.275%); Festival: Spectacula, Festival of the Games (0.275%); Festival: Quinquatria, Festival of Minerva (0.039%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.008%); Flotsam: Voada Of The Scathach (0.008%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
79636,"Herius Asina Restitutus, Intraempire Internuncio",base,Legendary,Economy,600000,"Shipyards: Shipyard, Shipyard",Knowledge Area Effect: +1.5; Troop Recruitment Cost: -25%; Troop Recruitment Speed: +50%,ShipsSoldToParticipant >= 20 (Global),Knowledge Area Effect: +2; Troop Recruitment Cost: -50%; Troop Recruitment Speed: +100%,"Research: Healthy Competition (16.667%); Festival: Stata Mater Festival (0.343%); Festival: Triumph, Festival of Conquest (0.049%); Festival: Spectacula, Festival of the Games (0.049%); Festival: Armilustrium, Festival of Mars (0.049%); Festival: Eponalia Festival (0.343%); Festival: Vulcanalia (0.098%)"
80179,Brian of the Many Blessings,base,Legendary,Culture,600000,"Shrines: Shrine of Mars, Shrine of Ceres, Shrine of Ceres, Shrine of Neptune, Shrine of Neptune, Shrine of Mercury-Lugus, Shrine of Mercury-Lugus, Shrine of Epona, Shrine of Epona, Shrine of Cernunnos, Shrine of Cernunnos, Shrine of Minerva, Shrine of Minerva, Shrine of Vulcan, Shrine of Vulcan",Happiness Area Effect: +0.5; Health Area Effect: +0.5; Fire Safety Area Effect: +0.5; Upkeep Cost: -25%,No patron god assigned to this island.,Happiness Area Effect: +1; Health Area Effect: +1; Fire Safety Area Effect: +1; Upkeep Cost: -50%,"Research: Recruitment Drive (16.667%); Festival: Hilaria, Festival of Joy (0.458%); Festival: Hygieia Festival (0.065%); Festival: Litterria, Festival of Learning (0.065%); Festival: Lugnasad, Festival of Mercury-Lugus (0.065%); Festival: Cernunnalia Festival (0.458%)"
51286,"Faustus Silvius Lupicinus, Apparitor Rationibus",base,Legendary,Finance,600000,"City Watches: Vigiles, Vigiles, Custodia, Custodes, Medici, Medici",Income Area Effect: +3; Prestige Area Effect: -1; Upkeep Cost: -25%,ActiveEmperorReputation >= 75 (Global),Income Area Effect: +4; Prestige Area Effect: -1; Upkeep Cost: -50%,"Research: Healthy Competition (16.667%); Festival: Hilaria, Festival of Joy (0.039%); Festival: Ovatio, Festival of Prestigious Rule (0.039%); Festival: Triumph, Festival of Conquest (0.078%); Festival: Spectacula, Festival of the Games (0.078%); Festival: Lugnasad, Festival of Mercury-Lugus (0.275%)"
107554,"Lucia Sophus, Imperial Occultist",base,Legendary,Religion,600000,"Amenity: Well, Well, Watchtower, Watchtower, Latrine, Latrine",Belief Area Effect: +3; Knowledge Area Effect: -1; Upkeep Cost: -20%,Reputation: Supporter or Favourite,Belief Area Effect: +4; Knowledge Area Effect: -1; Upkeep Cost: -40%,"Research: Recruitment Drive (16.667%); Festival: Festival of Household Gods (0.343%); Festival: Armilustrium, Festival of Mars (0.098%); Festival: Cerealia, Festival of Ceres (0.098%); Festival: Neptunalia Festival (0.098%); Festival: Lugnasad, Festival of Mercury-Lugus (0.098%); Festival: Eponalia Festival (0.098%); Festival: Cernunnalia Festival (0.098%); Festival: Quinquatria, Festival of Minerva (0.098%); Festival: Vulcanalia (0.049%)"
80686,"Pericles, Brother of Heracles",base,Legendary,Civic,600000,"Marvels: Temple, Baths, Amphitheatre, Forum, Baths, Barrow, Sacred Grove",Fire Safety Area Effect: -1; Prestige Area Effect: +3,Amphitheatre >= 1 (Global),Fire Safety Area Effect: -2; Prestige Area Effect: +4,"Research: Sword and Salt (16.667%); Festival: Hilaria, Festival of Joy (0.078%); Festival: Ovatio, Festival of Prestigious Rule (0.275%); Festival: Spectacula, Festival of the Games (0.275%); Festival: Quinquatria, Festival of Minerva (0.039%)"
80490,"Vel Moderatius, Shaper of Testaments",base,Legendary,Civic,600000,"Amphitheatre: Amphitheatre, Amphitheatre: Foundation, Amphitheatre: Outer Walls, Amphitheatre: Arena",Belief Area Effect: +0.5; Knowledge Area Effect: +0.5; Prestige Area Effect: +2; Upkeep Cost: -15%,Knowledge >= 10000,Belief Area Effect: +1; Knowledge Area Effect: +1; Prestige Area Effect: +3; Upkeep Cost: -25%,"Selling: Diana (0.033%); Selling: Julia Augusta (0.033%); Selling: Valeria (0.032%); Selling: Procurator Corvinus (0.033%); Selling: Manx (0.033%); Selling: Caeso Regulus Syracus (0.033%); Selling: Voada Of The Scathach (0.033%); Contracts: Diana (0.023%); Contracts: Julia Augusta (0.023%); Contracts: Valeria (0.022%); Contracts: Procurator Corvinus (0.023%); Contracts: Manx (0.023%); Contracts: Caeso Regulus Syracus (0.023%); Contracts: Voada Of The Scathach (0.023%); Contracts: Caecilia (0.022%); Festival: Hilaria, Festival of Joy (0.078%); Festival: Ovatio, Festival of Prestigious Rule (0.275%); Festival: Spectacula, Festival of the Games (0.275%); Festival: Quinquatria, Festival of Minerva (0.039%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.008%); Flotsam: Voada Of The Scathach (0.008%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
80221,"Macrobius Minucianus, Microcosmologist",base,Legendary,Economy,600000,"Production Buildings: Fishing Hut, Scomber's Shack, Salt Ponds, Snailery, Sand Refinery, Oyster Bed, Oat Farm, Wheat Farm, Vineyard, Lavender Grower, Olive Grower, Flax Farm, Sandarac Nursery, Hemp Farm, Woodcutter, Charcoal Burner, Resin Tapper, Apiary, Iron Mine, Marble Quarry, Mineral Quarry, Limestone Quarry, Sheep Farm, Horse Breeder, Pig Farm, Clay Pit, Gold Washer, Sturgeon Hatchery, Tannery, Renderer, Dye Works, Weaver, Gilder, Cushion Stuffer, Stringer, Furnace, Glass Smelter, Mineral Crusher, Goldsmith, Grain Mill, Fish Gutter, Porridge Stand, Bakery, Garum Works, Vintner, Epicure of Water, Spinner, Pileus Felter, Soap Maker, Sandal Maker, Loom Weavery, Jeweller, Potter, Olive Press, Tabulus, Glassblower, Chair Maker, Lythier, Sawmill, Tiler, Concrete Mixer, Marble Mason, Tessera Works, Ropemaker, Sailmaker, Weaponsmith, Armourer, Shell Gatherer, Sand Refinery, Vineyard, Wheat Farm, Hemp Farm, Herb Garden, Flax Farm, Woodcutter, Charcoal Burner, Resin Tapper, Eel Grabber, Bird Charmer, Apiary, Limestone Quarry, Iron Mine, Silver Mine, Pig Farm, Horse Breeder, Renderer, Headpiece Maker, Furnace, Silver Forge, Donkey Mill, Tongue Plucker, Bakery, Salsicium, Epicure of Air, Vintner, Spinner, Fibularium, Wig Maker, Narcissium, Sawmill, Tiler, Concrete Mixer, Sailmaker, Ropemaker, Weaponsmith, Saltwort Picker, Cockle Picker, Barley Farm, Weld Crop, Reed Gatherer, Ochs Farm, Beaver Trapper, Mud Drier, Horsecatcher, Tin Mine, Granite Quarry, Copper Mine, Sheep Farm, Greenhands, Saltwort Burner, Chassis Builder, Bronze Smelter, Malthouse, Dairy, Brewery, Earth Oven, Shoe Weaver, Hosier, Wire-Twister, Birrus Stitcher, Beaver Hatter, Horner, Shieldbeater, Chariot Workshop, Labourer's Yard, Granite Cutter, Gold Mine, Caelator, Latrunculi Workshop, Coal Mine, Coal Mine, Potter, Tannery, Armourer",Happiness: +0.5; Health: +0.5; Fire Safety: +0.5; Productivity: +20%; Upkeep Cost: -10%; Workforce Needed: -10%,Production Buildings <= 30,Happiness: +1; Health: +1; Fire Safety: +1; Productivity: +35%; Upkeep Cost: -20%; Workforce Needed: -20%,Selling: Diana (0.033%); Selling: Julia Augusta (0.033%); Contracts: Diana (0.023%); Contracts: Julia Augusta (0.023%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Julia Augusta (0.000%)
106974,"Sceilg, Eremitic Reductionist",base,Legendary,Economy,600000,"Forest Camps: Woodcutter, Woodcutter, Resin Tapper, Resin Tapper, Charcoal Burner, Charcoal Burner, Sandarac Nursery",Productivity: +30%; Additional 1t every 10 cycles; Required Area: -30%,Population <= 2500,Productivity: +40%; Additional 1t every 8 cycles; Required Area: -60%,"Selling: Diana (0.033%); Selling: Julia Augusta (0.033%); Selling: Valeria (0.032%); Selling: Procurator Corvinus (0.033%); Selling: Manx (0.033%); Selling: Caeso Regulus Syracus (0.033%); Selling: Voada Of The Scathach (0.033%); Contracts: Diana (0.023%); Contracts: Julia Augusta (0.023%); Contracts: Valeria (0.022%); Contracts: Procurator Corvinus (0.023%); Contracts: Manx (0.023%); Contracts: Caeso Regulus Syracus (0.023%); Contracts: Voada Of The Scathach (0.023%); Contracts: Caecilia (0.022%); Festival: Stata Mater Festival (0.343%); Festival: Triumph, Festival of Conquest (0.049%); Festival: Spectacula, Festival of the Games (0.049%); Festival: Armilustrium, Festival of Mars (0.049%); Festival: Eponalia Festival (0.343%); Festival: Vulcanalia (0.098%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.008%); Flotsam: Voada Of The Scathach (0.008%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
79947,"Minas Órlámh, the Gilted Touch",base,Legendary,Finance,600000,"Mines: Copper Mine, Silver Mine, Tin Mine, Iron Mine, Iron Mine, Gold Mine, Coal Mine, Coal Mine",Income: +100; Productivity: +25%; Additional 1t Gold Ore every 10 cycles,MoneyBalance >= 1000000 (Global),Income: +150; Productivity: +35%; Additional 1t Gold Ore every 8 cycles,"Research: Healthy Competition (16.667%); Festival: Hilaria, Festival of Joy (0.039%); Festival: Ovatio, Festival of Prestigious Rule (0.039%); Festival: Triumph, Festival of Conquest (0.078%); Festival: Spectacula, Festival of the Games (0.078%); Festival: Lugnasad, Festival of Mercury-Lugus (0.275%)"
80189,"Aneirin Gwawdrydd, Smith Weard",base,Legendary,Economy,600000,"Smelters: Bronze Smelter, Goldsmith, Silver Forge, Furnace, Furnace, Glass Smelter",Productivity: +25%; Additional 1t Coal every 10 cycles; Fuel efficiency: +25%,Wader Residence >= 800,Productivity: +35%; Additional 1t Coal every 8 cycles; Fuel efficiency: +35%,"Selling: Diana (0.033%); Selling: Julia Augusta (0.033%); Selling: Valeria (0.032%); Selling: Procurator Corvinus (0.033%); Selling: Manx (0.033%); Selling: Caeso Regulus Syracus (0.033%); Selling: Voada Of The Scathach (0.033%); Contracts: Diana (0.023%); Contracts: Julia Augusta (0.023%); Contracts: Valeria (0.022%); Contracts: Procurator Corvinus (0.023%); Contracts: Manx (0.023%); Contracts: Caeso Regulus Syracus (0.023%); Contracts: Voada Of The Scathach (0.023%); Contracts: Caecilia (0.022%); Festival: Stata Mater Festival (0.343%); Festival: Triumph, Festival of Conquest (0.049%); Festival: Spectacula, Festival of the Games (0.049%); Festival: Armilustrium, Festival of Mars (0.049%); Festival: Eponalia Festival (0.343%); Festival: Vulcanalia (0.098%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.008%); Flotsam: Voada Of The Scathach (0.008%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
80510,"Zorsines, Sarmatian Swordshaper",base,Legendary,Economy,600000,"Armouries: Weaponsmith, Weaponsmith, Armourer, Armourer",Productivity: +30%; Additional 1t every 10 cycles; Fuel efficiency: +25%,Praetorian Cavalry >= 10 (Global),Productivity: +40%; Additional 1t every 8 cycles; Fuel efficiency: +35%,Selling: Valeria (0.032%); Contracts: Valeria (0.022%); Contracts: Caecilia (0.022%); Flotsam: Valeria (0.000%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Caecilia (0.000%)
51282,"Casponia Casta, Sacerdos Cereris",base,Legendary,Religion,600000,"Arable Farms: Wheat Farm, Wheat Farm, Flax Farm, Flax Farm, Hemp Farm, Hemp Farm, Oat Farm, Barley Farm",Belief Area Effect: +1; Productivity: +25%; Additional 1t Flax every 10 cycles,Dominant Patron: Ceres,Belief Area Effect: +2; Productivity: +35%; Additional 1t Flax every 8 cycles,"Research: Recruitment Drive (16.667%); Festival: Festival of Household Gods (0.343%); Festival: Armilustrium, Festival of Mars (0.098%); Festival: Cerealia, Festival of Ceres (0.098%); Festival: Neptunalia Festival (0.098%); Festival: Lugnasad, Festival of Mercury-Lugus (0.098%); Festival: Eponalia Festival (0.098%); Festival: Cernunnalia Festival (0.098%); Festival: Quinquatria, Festival of Minerva (0.098%); Festival: Vulcanalia (0.049%)"
80502,"Cattín, Apothegmatic Apothecary",base,Legendary,Nature,600000,"Plantations: Herb Garden, Lavender Grower, Weld Crop, Vineyard, Vineyard, Olive Grower",Health Area Effect: +1; Productivity: +25%; Additional 1t Herbs every 10 cycles,Diplomacy with Voada Of The Scathach: Peace,Health Area Effect: +2; Productivity: +35%; Additional 1t Herbs every 8 cycles,Selling: Manx (0.033%); Selling: Voada Of The Scathach (0.033%); Contracts: Voada Of The Scathach (0.023%); Flotsam: Voada Of The Scathach (0.008%)
80225,"Pwyll fab Manawydan, Rhiannon's Postilion",base,Legendary,Civic,600000,"Livestock Farms: Ochs Farm, Sheep Farm, Sheep Farm, Horse Breeder, Horse Breeder, Pig Farm, Pig Farm, Snailery",Prestige Area Effect: +1; Productivity: +30%; Additional 1t Horses every 10 cycles,Celts >= 10000 (Area),Prestige Area Effect: +2; Productivity: +35%; Additional 1t Horses every 8 cycles,"Selling: Diana (0.033%); Selling: Julia Augusta (0.033%); Selling: Valeria (0.032%); Selling: Procurator Corvinus (0.033%); Selling: Manx (0.033%); Selling: Caeso Regulus Syracus (0.033%); Selling: Voada Of The Scathach (0.033%); Contracts: Diana (0.023%); Contracts: Julia Augusta (0.023%); Contracts: Valeria (0.022%); Contracts: Procurator Corvinus (0.023%); Contracts: Manx (0.023%); Contracts: Caeso Regulus Syracus (0.023%); Contracts: Voada Of The Scathach (0.023%); Contracts: Caecilia (0.022%); Festival: Hilaria, Festival of Joy (0.078%); Festival: Ovatio, Festival of Prestigious Rule (0.275%); Festival: Spectacula, Festival of the Games (0.275%); Festival: Quinquatria, Festival of Minerva (0.039%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.008%); Flotsam: Voada Of The Scathach (0.008%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
54025,"Tiarnan Tine, the Fire-Forged ",base,Legendary,Military,500000,"Vigiles: Vigiles, Vigiles",Fire Safety Area Effect: +1; Available Patrols: +2,Diplomacy with Caeso Regulus Syracus: Peace,Fire Safety Area Effect: +2; Available Patrols: +2,"Research: Sword and Salt (16.667%); Festival: Stata Mater Festival (0.030%); Festival: Triumph, Festival of Conquest (0.106%); Festival: Armilustrium, Festival of Mars (0.106%); Festival: Neptunalia Festival (0.015%); Festival: Eponalia Festival (0.015%)"
54034,"Íde Nimh, Bane of Pugilists",base,Legendary,Nature,500000,"Medici: Medici, Medici",Health Area Effect: +1; Available Patrols: +2,In Storage: 50t Herbs,Health Area Effect: +2; Available Patrols: +2,"Research: Healthy Competition (16.667%); Festival: Hygieia Festival (0.686%); Festival: Festival of Household Gods (0.196%); Festival: Cerealia, Festival of Ceres (0.686%); Festival: Cernunnalia Festival (0.098%); Festival: Vulcanalia (0.686%)"
54041,"Mamercus Albanus, Champion of Justice",base,Legendary,Culture,500000,"Custodes: Custodia, Custodes",Happiness Area Effect: +1; Available Patrols: +2,Weaponsmiths >= 3 (Area),Happiness Area Effect: +2; Available Patrols: +2,"Research: Recruitment Drive (16.667%); Festival: Hilaria, Festival of Joy (0.458%); Festival: Hygieia Festival (0.065%); Festival: Litterria, Festival of Learning (0.065%); Festival: Lugnasad, Festival of Mercury-Lugus (0.065%); Festival: Cernunnalia Festival (0.458%)"
42048,"Aisling ui Democritus, Hermeneutician",base,Legendary,Economy,600000,Mercator Residence: Mercator Residence,Also provides equal amounts of Smith Workforce,Diplomacy with Athr Iorgwyn: Alliance,Workforce from residents: +10%; Also provides equal amounts of Smith Workforce,Contracts: Manx (0.023%); Flotsam: Manx (0.000%)
42053,"Basileios of Athens, Epicurian Demagogue",base,Legendary,Economy,600000,Smith Residence: Smith Residence,Also provides equal amounts of Mercators Workforce,Happiness >= 1000,Workforce from residents: +10%; Also provides equal amounts of Mercators Workforce,Selling: Procurator Corvinus (0.033%); Contracts: Procurator Corvinus (0.023%); Flotsam: Procurator Corvinus (0.000%)
51288,"Euphrosyne Patuleia, Plebeian Suffragist",base,Legendary,Economy,600000,Libertus Residence: Libertus Residence,Also provides equal amounts of Plebeian Workforce,Patrician Residence >= 400,Workforce from residents: +10%; Also provides equal amounts of Plebeian Workforce,Selling: Valeria (0.032%); Contracts: Valeria (0.022%); Contracts: Caecilia (0.022%); Flotsam: Valeria (0.000%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Caecilia (0.000%)
106543,"Fronto of Lepcis, Adynatic Acropolician",base,Legendary,Military,450000,"Towers: Wooden Archer Tower, Stone Archer Tower, Stone Ballista Tower, Military Roman Celtic Tower Wood Archer, Military Roman Celtic Tower Stone Archer, Military Roman Celtic Tower Stone Ballista",Accuracy: +25%; Attack range: +25%; Ranged Offence: +2; Attack speed: +20%; Hitpoints: +30%,Patron: Minerva,Accuracy: +35%; Attack range: +35%; Ranged Offence: +3; Attack speed: +25%; Hitpoints: +45%,"Selling: Diana (0.033%); Selling: Julia Augusta (0.033%); Selling: Valeria (0.032%); Selling: Procurator Corvinus (0.033%); Selling: Manx (0.033%); Selling: Caeso Regulus Syracus (0.033%); Selling: Voada Of The Scathach (0.033%); Contracts: Diana (0.023%); Contracts: Julia Augusta (0.023%); Contracts: Valeria (0.022%); Contracts: Procurator Corvinus (0.023%); Contracts: Manx (0.023%); Contracts: Caeso Regulus Syracus (0.023%); Contracts: Voada Of The Scathach (0.023%); Contracts: Caecilia (0.022%); Festival: Stata Mater Festival (0.030%); Festival: Triumph, Festival of Conquest (0.106%); Festival: Armilustrium, Festival of Mars (0.106%); Festival: Neptunalia Festival (0.015%); Festival: Eponalia Festival (0.015%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.008%); Flotsam: Voada Of The Scathach (0.008%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
